step,energy_like,coherence_proxy
0,1.4137166956645876e-07,0.3190108833221129
2,1.2723450265628828e-06,10.597840042857475
4,3.534291739161468e-06,46.74880860130311
6,6.9272118011654944e-06,87.10014080667361
8,1.1451105201420862e-05,110.66156991599068
10,1.7105971923816093e-05,121.80013506095776
12,2.3891811947282336e-05,127.06640172768526
14,3.180862524579336e-05,129.71123923634735
16,4.085641178836555e-05,131.13283476099866
18,5.1035171539057944e-05,131.94541790435716
20,6.234490445697215e-05,132.43507184768075
22,7.478561049625244e-05,132.74364181652405
24,8.83572896060857e-05,132.94563386194372
26,0.00010305994173070148,133.08223023415124
28,0.0001188935668093718,133.17722996273838
30,0.00013585816477641158,133.24493083942818
32,0.00015395373556117807,133.29421948527212
34,0.0001731802790880713,133.3307869208488
36,0.00019353779527653394,133.35837543010675
38,0.00021502628404105126,133.3795045152772
40,0.00023764574529115115,133.39590659235535
42,0.00026139617893140404,133.40879570051916
44,0.0002862775848614232,133.4190373418939
46,0.0003122899629758643,133.42725824064752
48,0.0003394333131644258,133.433918721091
50,0.00036770763531184875,133.4393613228869
52,0.0003971129292979167,133.44384401058008
54,0.00042764919499745617,133.4475632138065
56,0.0004593164322803359,133.45067004236148
58,0.0004921146410114676,133.4532818498225
60,0.0005260438210508054,133.45549058180939
62,0.000561103972253346,133.4573688720894
64,0.0005972950944691292,133.45897454170398
66,0.0006346171875432369,133.46035395264784
68,0.0006730702513157938,133.46154453110512
70,0.0007126542856219675,133.46257668254304
72,0.0007533692902919679,133.4634752572269
74,0.0007952152651510479,133.464260680415
76,0.0008381922100195025,133.46494983034736
78,0.0008823001247126697,133.46555672503524
80,0.0009275390090409306,133.46609306301332
82,0.0009739088628097079,133.46656865175436
84,0.001021409685819468,133.46699174908704
86,0.001070041477865719,133.46736933680955
88,0.0011198042387390126,133.4677073411364
90,0.0011706979682249428,133.46801081121023
92,0.0012227226661041455,133.46828406436143
94,0.0012758783321523005,133.4685308048536
96,0.0013301649661401293,133.46875422138703
98,0.0013855825678333966,133.46895706749825
100,0.0014421311369929096,133.46914172812623
102,0.0014998106733745181,133.46931027493855
104,0.0015586211767291147,133.4694645124892
106,0.0016185626468026347,133.46960601686322
108,0.0016796350833360562,133.46973616814512
110,0.0017418384860653994,133.46985617778626
112,0.0018051728547217275,133.4699671117481
114,0.0018696381890311463,133.4700699101327
116,0.0019352344887148053,133.4701654038827
118,0.002001961753488894,133.47025432903
120,0.002069819983064648,133.47033733888523
122,0.0021388091771483444,133.47041501449385
124,0.0022089293354413007,133.47048787362965
126,0.0022801804576398797,133.47055637854692
128,0.002352562543435486,133.47062094268165
130,0.0024260755925145684,133.47068193645538
132,0.002500719604558616,133.4707396923149
134,0.0025764945792441617,133.47079450911679
136,0.00265340051624278,133.47084665595122
138,0.0027314374152210908,133.4708963754818
140,0.0028106052758407546,133.47094388687137
142,0.002890904097758475,133.47098938834648
144,0.002972333880625998,133.47103305945313
146,0.003054894624090113,133.47107506304098
148,0.0031385863277926525,133.47111554701547
150,0.0032234089913704906,133.47115464588373
152,0.0033093626144555448,133.4711924821246
154,0.003396447196674775,133.4712291674021
156,0.0034846627376501817,133.471264803643
158,0.003574009236998814,133.47129948399584
160,0.0036644866943327603,133.47133329368367
162,0.0037560951092591487,133.4713663107658
164,0.0038488344813801556,133.47139860681798
166,0.003942704810292994,133.47143024754016
168,0.004037706095589927,133.47146129330176
170,0.004133838336858255,133.47149179963012
172,0.004231101533680321,133.47152181764912
174,0.004329495685633518,133.47155139447406
176,0.00442902079229027,133.47158057356685
178,0.004529676853218055,133.4716093950561
180,0.004631463867979385,133.4716378960261
182,0.004734381836131821,133.47166611077802
184,0.004838430757227964,133.47169407106608
186,0.004943610630815457,133.47172180631136
188,0.00504992145643699,133.47174934379566
190,0.005157363233630289,133.47177670883755
192,0.00526593596192813,133.471803924952
194,0.005375639640858326,133.47183101399594
196,0.0054864742699437365,133.4718579963004
198,0.005598439848702262,133.47188489079107
199,0.0056548467440569305,133.47189831066348
