step,energy_like,coherence_proxy
0,1.4137168490334391e-05,128.1232317832112
2,0.00012723452106053778,133.31642478225015
4,0.00035342921225821246,133.4462867661495
6,0.0006927211801158274,133.46400564492296
8,0.0011451103130917975,133.46845043301815
10,0.0017105964500704505,133.47003422186788
12,0.0023891793803620396,133.47077331742955
14,0.0031808588437027938,133.47121337967653
16,0.00408563453025502,133.47153773278797
18,0.005103506080607235,133.47181812978184
20,0.006234473085774354,133.47208605088306
22,0.007478535087197913,133.47235659033612
24,0.008835691576746331,133.47263751977053
26,0.010305941996715237,133.47293308138939
28,0.011889285739827811,133.4732457067743
30,0.013585722149235173,133.47357684870767
32,0.015395250518516848,133.4739274066965
34,0.01731787009168122,133.47429795522694
36,0.01935358006316608,133.47468887133272
38,0.021502379577839167,133.47510040849656
40,0.02376426773099882,133.47553274084004
42,0.026139243568374597,133.47598599030113
44,0.028627306086127974,133.47646024377545
46,0.031228454230853107,133.47695556417548
48,0.03394268689957759,133.47747199771422
50,0.036770002939763305,133.47800957879153
52,0.03971040114930726,133.47856833333097
54,0.04276388027654252,133.47914828109128
56,0.04593043902023917,133.47974943729398
58,0.04921007602960528,133.48037181378245
60,0.05260278990428797,133.48101541985898
62,0.056108579194374494,133.4816802628955
64,0.05972744240039337,133.4823663487846
66,0.06345937797331551,133.4830736822748
68,0.06730438431455545,133.483802267224
70,0.07126245977597265,133.48455210679086
72,0.0753336026598727,133.4853232035813
74,0.07951781121900876,133.4861155597619
76,0.08381508365658291,133.48692917714808
78,0.08822541812624748,133.48776405727196
80,0.09274881273210667,133.4886202014374
82,0.09738526552871792,133.48949761076227
84,0.10213477452109362,133.49039628621304
86,0.10699733766470262,133.49131622863155
88,0.11197295286547172,133.4922574387578
90,0.11706161797978766,133.4932199172474
92,0.1222633308144987,133.4942036646859
94,0.12757808912691623,133.49520868160116
96,0.13300589062481688,133.49623496847286
98,0.1385467329664441,133.49728252574045
100,0.1442006137605103,133.4983513538101
102,0.14996753056619852,133.49944145305977
104,0.15584748089316472,133.5005528238443
106,0.16184046220153955,133.50168546649894
108,0.16794647190193054,133.50283938134297
110,0.1741655073554242,133.50401456868192
112,0.18049756587358814,133.50521102881032
114,0.18694264471847324,133.50642876201348
116,0.193500741102616,133.50766776856935
118,0.2001718521890408,133.50892804874942
120,0.2069559750912621,133.5102096028205
122,0.2138531068732869,133.5115124310458
124,0.22086324454961728,133.51283653368517
126,0.22798638508525249,133.51418191099663
128,0.23522252539569175,133.51554856323656
130,0.24257166234693683,133.51693649066047
132,0.2500337927554945,133.51834569352351
134,0.2576089133883788,133.5197761720807
136,0.26529702096311486,133.52122792658778
138,0.27309811214773994,133.5227009573009
140,0.28101218356080765,133.5241952644776
142,0.2890392317713901,133.52571084837646
144,0.29717925329908035,133.52724770925767
146,0.3054322446139965,133.52880584738318
148,0.3137982021367832,133.5303852630167
150,0.32227712223861577,133.5319859564242
152,0.33086900124120233,133.5336079278738
154,0.3395738354167875,133.53525117763573
156,0.348391620988155,133.53691570598292
158,0.35732235412863145,133.53860151319063
160,0.36636603096208864,133.54030859953673
162,0.3755226475629475,133.5420369653019
164,0.3847921999561811,133.5437866107694
166,0.39417468411731804,133.54555753622543
168,0.40367009597244546,133.54734974195893
170,0.4132784313982129,133.5491632282618
172,0.4229996862218357,133.550997995429
174,0.4328338562210979,133.55285404375823
176,0.4427809371243565,133.55473137355054
178,0.452840924610545,133.55662998510974
180,0.4630138143091758,133.55854987874292
182,0.47329960180034575,133.56049105476018
184,0.48369828261473835,133.56245351347476
186,0.49420985223362807,133.5644372552032
188,0.5048343060888844,133.566442280265
190,0.5155716395629746,133.56846858898297
192,0.5264218479889692,133.57051618168308
194,0.537384926650544,133.5725850586947
196,0.548460870781986,133.57467522035017
198,0.5596496755681962,133.57678666698527
199,0.5652863991886177,133.57785037227598
