step,energy_like,coherence_proxy
0,2.5132742787306495e-05,246.14736827430653
5,0.0009047334792049986,252.27788146252965
10,0.0030407568451352074,252.2909804702555
15,0.006433011653297488,252.29249639752956
20,0.011081304792144541,252.29327606113804
25,0.016985441226840616,252.29404675750345
30,0.024145224000245647,252.29492268048654
35,0.032560454233905155,252.29593109987218
40,0.04223093112904588,252.29708043662413
45,0.05315645196757712,252.29837379112132
50,0.06533681211309779,252.29981246154512
55,0.07877180501190924,252.30139704772935
60,0.09346122219403365,252.30312784931058
65,0.1094048532742382,252.30500502576405
70,0.1266024859530649,252.3070286665621
75,0.14505390601786597,252.30919882420426
80,0.1647588973438452,252.311515530724
85,0.18571724189510438,252.31397880636626
90,0.20792871972569604,252.31658866435325
95,0.23139310898068108,252.3193451136037
100,0.2561101858971928,252.32224816033616
105,0.28207972480550575,252.3252978090444
110,0.3093014981301109,252.32849406310484
115,0.33777527639079546,252.3318369251649
120,0.3675008282037296,252.33532639739727
125,0.3984779202825572,252.33896248166778
130,0.4307063174394934,252.34274517965054
135,0.4641857825864268,252.34667449290603
140,0.49891607673602806,252.35075042293673
145,0.5348969590028626,252.35497297122572
150,0.5721281866045111,252.35934213926467
155,0.6106095148626927,252.36385792857425
160,0.6503406972043954,252.36852034071921
165,0.6913214851630126,252.37332937731918
170,0.733551628379483,252.37828504005714
175,0.7770308746034371,252.3833873306856
180,0.8217589696943499,252.38863625103133
185,0.8677356576226971,252.39403180299948
190,0.9149606804711189,252.3995739885755
195,0.9634337784355873,252.4052628098283
200,1.0131546898265793,252.41109826891122
205,1.0641231510702578,252.41708036806406
210,1.116338896709653,252.42320910961354
215,1.1698016594058547,252.42948449597452
220,1.2245111699392046,252.43590652965108
225,1.2804671572104984,252.44247521323595
230,1.3376693482421915,252.44919054941212
235,1.3961174681796096,252.4560525409523
240,1.4558112402921635,252.46306119072005
245,1.5167503859745728,252.47021650166926
250,1.5789346247480918,252.47751847684486
255,1.6423636742617398,252.4849671193828
260,1.7070372502935427,252.49256243251003
265,1.7729550667517713,252.50030441954488
270,1.8401168356761912,252.50819308389688
275,1.9085222672393156,252.51622842906733
280,1.978171069747662,252.52441045864842
285,2.049062949643019,252.5327391763242
290,2.1211976115037117,252.54121458587062
295,2.1945747580458757,252.54983669115427
300,2.269194090124739,252.55860549613402
305,2.3450553067359032,252.56752100486025
310,2.422158105016633,252.576583221475
315,2.5005021802471536,252.58579215021138
320,2.580087225851944,252.595147795395
325,2.6609129334010495,252.60465016144255
330,2.742978992611385,252.61429925286234
335,2.8262850913480526,252.62409507425448
340,2.910830915625661,252.63403763031053
345,2.996616149609652,252.64412692581368
350,3.0836404756176283,252.6543629656389
355,3.171903574120688,252.66474575475246
360,3.2614051237447654,252.67527529821237
365,3.3521448012719803,252.68595160116806
370,3.444122281641982,252.69677466886068
375,3.537337237953306,252.70774450662276
380,3.631789341464736,252.71886111987834
385,3.7274782615966684,252.73012451414297
390,3.8244036659324787,252.74153469502366
395,3.9225652202199033,252.7530916682189
400,4.021962588372412,252.76479543951848
405,4.122595432470599,252.77664601480382
410,4.224463412763569,252.7886434000476
415,4.327566187670329,252.80078760131371
420,4.431903413781198,252.8130786247578
425,4.537474745859201,252.82551647662638
430,4.644279836841481,252.83810116325782
435,4.752318337840716,252.8508326910811
440,4.861589898146537,252.86371106661693
445,4.972094165226951,252.87673629647716
450,5.083830784729766,252.88990838736493
455,5.19679940048403,252.90322734607432
460,5.310999654501468,252.9166931794908
465,5.426431186977922,252.93030589459107
470,5.543093636294804,252.94406549844246
475,5.660986639020542,252.95797199820416
480,5.780109829912043,252.97202540112585
485,5.900462841916147,252.98622571454843
490,6.022045306171108,253.00057294590368
495,6.1448568520080515,253.0150671027147
499,6.243990777174386,253.02676821960517
